Query_ID	Subject_ID	Pct_ID	Length	Mismatches	Gap_open	Query_start	Query_end	Subject_start	Subject_end	e-value	BitScore	Pct_positive_matches	Subject_FullName
cds.evm.model.02.930.5.5bd9b134	TBL33_ARATH	67.647	34	10	1	16	49	16	48	5.45e-09	53.1	82.35	TBL33_ARATH Protein trichome birefringence-like 33 {ECO:0000303|PubMed:20388664}
cds.evm.model.02.930.6.5bd9b134	TBL33_ARATH	67.647	34	10	1	16	49	16	48	5.45e-09	53.1	82.35	TBL33_ARATH Protein trichome birefringence-like 33 {ECO:0000303|PubMed:20388664}
cds.evm.model.02.930.3.5bd9b134	XOATA_ORYSJ	86.667	60	8	0	1	60	158	217	1.05e-30	113	90.00	XOATA_ORYSJ Probable xylan O-acetyltransferase 10 {ECO:0000303|PubMed:29569182}
cds.evm.model.02.930.2.5bd9b134	XOATA_ORYSJ	86.667	60	8	0	1	60	158	217	1.05e-30	113	90.00	XOATA_ORYSJ Probable xylan O-acetyltransferase 10 {ECO:0000303|PubMed:29569182}
cds.evm.model.02.930	TBL33_ARATH	67.647	34	10	1	16	49	16	48	5.45e-09	53.1	82.35	TBL33_ARATH Protein trichome birefringence-like 33 {ECO:0000303|PubMed:20388664}
cds.evm.model.02.930.4.5bd9b134	TBL33_ARATH	67.647	34	10	1	16	49	16	48	5.45e-09	53.1	82.35	TBL33_ARATH Protein trichome birefringence-like 33 {ECO:0000303|PubMed:20388664}
cds.evm.model.02.930.1.5bd9b134	XOATA_ORYSJ	86.667	60	8	0	1	60	158	217	1.05e-30	113	90.00	XOATA_ORYSJ Probable xylan O-acetyltransferase 10 {ECO:0000303|PubMed:29569182}
cds.evm.model.03.337	CSPLY_ARATH	64.444	45	13	3	17	60	3	45	1.98e-07	48.5	77.78	CSPLY_ARATH CASP-like protein 4A2
cds.novel_model_1130_5bd9a17a	PERE5_ARMRU	61.017	59	23	0	2	60	9	67	1.45e-20	84.7	79.66	PERE5_ARMRU Peroxidase E5
cds.novel_model_1131_5bd9a17a.1.5bd9b135	PERE5_ARMRU	61.017	59	23	0	2	60	9	67	1.45e-20	84.7	79.66	PERE5_ARMRU Peroxidase E5
cds.novel_model_2841_5bd9a17a	Y1736_ARATH	66.102	59	18	1	4	60	3	61	2.70e-18	77.4	72.88	Y1736_ARATH REF/SRPP-like protein At1g67360
cds.novel_model_2842_5bd9a17a.2.5bd9b137	Y1736_ARATH	49.123	57	29	0	4	60	145	201	1.53e-14	67.8	70.18	Y1736_ARATH REF/SRPP-like protein At1g67360
cds.novel_model_2843_5bd9a17a.1.5bd9b137	Y1736_ARATH	49.123	57	29	0	4	60	145	201	1.53e-14	67.8	70.18	Y1736_ARATH REF/SRPP-like protein At1g67360
cds.evm.model.08.524	COBL4_ARATH	71.667	60	17	0	1	60	79	138	1.26e-26	102	86.67	COBL4_ARATH COBRA-like protein 4
cds.evm.model.02.1177	NQR_SOLTU	66.667	54	16	1	7	60	4	55	1.22e-18	77.4	85.19	NQR_SOLTU NAD(P)H:quinone oxidoreductase
cds.evm.model.01.2121.1.5bd9b136	PBL8_ARATH	77.778	54	12	0	7	60	168	221	1.90e-23	93.6	88.89	PBL8_ARATH Probable serine/threonine-protein kinase PBL8 {ECO:0000305}
cds.novel_model_6505_5bd9a17a	TYDC1_NARPS	65.000	60	17	1	1	60	1	56	4.03e-19	81.6	71.67	TYDC1_NARPS Tyrosine decarboxylase 1 {ECO:0000303|PubMed:29229969}
cds.evm.model.06.47	TGA9_ARATH	90.385	52	5	0	9	60	169	220	8.34e-22	89.4	96.15	TGA9_ARATH Transcription factor TGA9 {ECO:0000303|PubMed:20805327}
cds.evm.model.03.448	BH162_ARATH	53.333	60	28	0	1	60	1	60	5.21e-12	60.1	65.00	BH162_ARATH Transcription factor bHLH162
cds.evm.model.10.814	MLP31_ARATH	52.542	59	28	0	2	60	17	75	3.23e-16	70.9	67.80	MLP31_ARATH MLP-like protein 31
cds.evm.model.04.11	MSR2_ARATH	64.151	53	17	2	1	52	1	52	1.03e-13	66.6	75.47	MSR2_ARATH Protein MANNAN SYNTHESIS-RELATED 2 {ECO:0000303|PubMed:22966747}
cds.evm.model.09.1211	HMA7_ARATH	44.615	65	31	1	1	60	1	65	6.55e-09	52.8	63.08	HMA7_ARATH Copper-transporting ATPase RAN1
cds.evm.model.01.626.2.5bd9b134	PTI1_SOLLC	50.000	60	29	1	1	60	1	59	2.35e-14	68.2	70.00	PTI1_SOLLC Pto-interacting protein 1
cds.evm.model.01.626	PTI1_SOLLC	50.000	60	29	1	1	60	1	59	2.35e-14	68.2	70.00	PTI1_SOLLC Pto-interacting protein 1
cds.evm.model.01.626.1.5bd9b134	PTI1_SOLLC	50.000	60	29	1	1	60	1	59	2.35e-14	68.2	70.00	PTI1_SOLLC Pto-interacting protein 1
cds.evm.model.01.626.3.5bd9b134	PTI1_SOLLC	50.000	60	29	1	1	60	1	59	2.35e-14	68.2	70.00	PTI1_SOLLC Pto-interacting protein 1
cds.evm.model.03.1602.1.5bd9b138	C93B2_GERHY	59.649	57	23	0	4	60	304	360	3.58e-19	82.0	85.96	C93B2_GERHY Cytochrome P450 93B2 {ECO:0000303|PubMed:10652133}
cds.evm.model.09.899	ORP3A_ARATH	75.000	60	15	0	1	60	1	60	1.11e-23	94.4	83.33	ORP3A_ARATH Oxysterol-binding protein-related protein 3A
cds.evm.model.02.2530	BBX22_ARATH	72.222	54	13	1	6	57	65	118	1.92e-20	84.3	79.63	BBX22_ARATH B-box zinc finger protein 22 {ECO:0000303|PubMed:19920209}
cds.evm.model.10.501	PER54_ARATH	53.571	56	25	1	5	60	5	59	1.13e-09	55.1	69.64	PER54_ARATH Peroxidase 54
cds.novel_model_6550_5bd9a17a	TAX1_ARATH	84.906	53	8	0	8	60	3	55	7.68e-15	64.7	90.57	TAX1_ARATH Signaling peptide TAXIMIN 1 {ECO:0000303|PubMed:26071531}
cds.evm.model.01.655	EXP17_ARATH	61.017	59	23	0	1	59	1	59	5.23e-18	77.0	72.88	EXP17_ARATH Putative expansin-A17
cds.novel_model_7444_5bd9a17a	AATP9_ARATH	85.455	55	8	0	6	60	335	389	1.04e-27	105	96.36	AATP9_ARATH AAA-ATPase At3g28580
cds.evm.model.09.173	LOR10_ARATH	64.286	42	15	0	19	60	1	42	5.08e-15	68.2	92.86	LOR10_ARATH Protein LURP-one-related 10
cds.evm.model.06.793	GL117_ARATH	63.636	55	18	1	8	60	5	59	2.21e-18	77.4	81.82	GL117_ARATH Germin-like protein subfamily 1 member 17
cds.evm.model.06.896	NRT21_ARATH	78.182	55	12	0	6	60	3	57	3.57e-23	93.2	87.27	NRT21_ARATH High-affinity nitrate transporter 2.1
cds.evm.model.10.1724	5MAT1_SALSN	36.538	52	29	1	9	60	7	54	1.63e-07	48.9	59.62	5MAT1_SALSN Malonyl-coenzyme:anthocyanin 5-O-glucoside-6'''-O-malonyltransferase {ECO:0000303|PubMed:11598135}
cds.evm.model.05.1213	CBDAS_CANSA	62.712	59	22	0	2	60	70	128	3.05e-19	82.0	76.27	CBDAS_CANSA Cannabidiolic acid synthase {ECO:0000303|PubMed:8663284}
cds.novel_model_4986_5bd9a17a.1.5bd9b13a	HPCA1_ARATH	56.667	60	25	1	1	60	805	863	7.79e-17	75.5	80.00	HPCA1_ARATH Leucine-rich repeat receptor protein kinase HPCA1 {ECO:0000305}
cds.evm.model.04.1919	ASOL_TOBAC	72.222	36	10	0	25	60	19	54	5.08e-13	64.7	83.33	ASOL_TOBAC L-ascorbate oxidase homolog
cds.evm.model.09.232	BAG4_ARATH	44.928	69	24	2	1	60	13	76	4.36e-10	55.8	59.42	BAG4_ARATH BAG family molecular chaperone regulator 4
cds.evm.model.08.90	NUD10_ARATH	80.952	42	8	0	19	60	57	98	1.35e-18	79.0	85.71	NUD10_ARATH Nudix hydrolase 10
cds.novel_model_1493_5bd9a17a	BCP_PEA	59.184	49	20	0	8	56	12	60	2.18e-12	61.2	73.47	BCP_PEA Blue copper protein
cds.novel_model_6153_5bd9a17a	PDR1_TOBAC	71.429	56	16	0	5	60	812	867	7.66e-23	92.4	85.71	PDR1_TOBAC Pleiotropic drug resistance protein 1
cds.evm.model.04.2266	CYB5_TOBAC	75.000	60	15	0	1	60	1	60	3.60e-28	100	86.67	CYB5_TOBAC Cytochrome b5
cds.evm.model.02.624	WTR14_ARATH	62.712	59	22	0	2	60	3	61	2.88e-19	81.6	76.27	WTR14_ARATH WAT1-related protein At2g39510
cds.evm.model.10.496	LRKS5_ARATH	51.020	49	24	0	12	60	8	56	5.04e-09	53.1	69.39	LRKS5_ARATH Probable L-type lectin-domain containing receptor kinase S.5
cds.evm.model.06.2104	LERK1_ORYSI	50.000	42	21	0	16	57	15	56	3.16e-07	48.1	66.67	LERK1_ORYSI G-type lectin S-receptor-like serine/threonine-protein kinase LECRK1 {ECO:0000305}
cds.evm.model.04.2375	CESA1_ARATH	62.222	45	14	1	8	49	39	83	3.33e-16	73.6	77.78	CESA1_ARATH Cellulose synthase A catalytic subunit 1 [UDP-forming] {ECO:0000303|PubMed:11178255}
cds.evm.model.06.1812	T1843_DICDI	54.000	50	23	0	11	60	3	52	1.14e-08	52.0	74.00	T1843_DICDI Transmembrane protein 184 homolog DDB_G0279555
cds.evm.model.02.1598	AB8B_ARATH	68.571	35	11	0	26	60	11	45	1.15e-10	57.8	85.71	AB8B_ARATH Putative ABC transporter B family member 8
cds.novel_model_4572_5bd9a17a	ZOX_PHAVU	40.816	49	29	0	11	59	4	52	1.41e-06	46.2	61.22	ZOX_PHAVU Zeatin O-xylosyltransferase {ECO:0000303|PubMed:10364407}
cds.evm.model.05.291	C71D9_SOYBN	42.308	52	29	1	1	51	1	52	1.39e-08	52.0	67.31	C71D9_SOYBN Cytochrome P450 71D9
cds.evm.model.07.1128	SUT32_ARATH	52.174	46	22	0	15	60	10	55	5.08e-11	58.9	67.39	SUT32_ARATH Sulfate transporter 3.2
cds.evm.model.02.1986	DRMH3_ARATH	71.930	57	14	2	6	60	5	61	1.73e-19	78.2	78.95	DRMH3_ARATH Dormancy-associated protein homolog 3 {ECO:0000305}
cds.novel_model_245_5bd9a17a.2.5bd9b134	PIX13_ARATH	88.333	60	7	0	1	60	171	230	7.77e-31	113	95.00	PIX13_ARATH Probable serine/threonine-protein kinase PIX13 {ECO:0000305}
cds.novel_model_243_5bd9a17a.1.5bd9b134	PBL4_ARATH	62.500	40	15	0	17	56	66	105	5.42e-12	61.6	80.00	PBL4_ARATH Probable serine/threonine-protein kinase PBL4 {ECO:0000305}
cds.novel_model_244_5bd9a17a.3.5bd9b134	PIX13_ARATH	88.333	60	7	0	1	60	171	230	7.77e-31	113	95.00	PIX13_ARATH Probable serine/threonine-protein kinase PIX13 {ECO:0000305}
cds.evm.model.07.144	KRP5_ORYSJ	68.889	45	12	1	1	43	1	45	1.01e-11	60.1	75.56	KRP5_ORYSJ Cyclin-dependent kinase inhibitor 5
cds.evm.model.09.165	PER4_VITVI	54.762	42	19	0	19	60	15	56	4.80e-07	47.4	66.67	PER4_VITVI Peroxidase 4 {ECO:0000250|UniProtKB:Q42578}
cds.novel_model_2986_5bd9a17a	DGK2_ARATH	63.333	60	22	0	1	60	446	505	6.52e-18	78.6	71.67	DGK2_ARATH Diacylglycerol kinase 2 {ECO:0000303|PubMed:14665624}
cds.evm.model.05.816	GUN23_ORYSJ	70.968	31	9	0	30	60	41	71	4.91e-08	50.4	80.65	GUN23_ORYSJ Endoglucanase 23
cds.evm.model.09.702	PR1B6_ARATH	55.000	40	17	1	20	59	42	80	3.70e-07	47.8	70.00	PR1B6_ARATH PRA1 family protein B6
cds.evm.model.06.1022	SRC2_ARATH	63.333	60	22	0	1	60	1	60	2.12e-19	81.6	78.33	SRC2_ARATH Protein SRC2 homolog {ECO:0000305}
cds.evm.model.02.2891	ATB15_ARATH	96.721	61	1	1	1	60	1	61	7.50e-34	123	96.72	ATB15_ARATH Homeobox-leucine zipper protein ATHB-15
cds.novel_model_6118_5bd9a17a	XTH22_ARATH	65.517	58	18	1	4	59	224	281	1.96e-21	86.7	81.03	XTH22_ARATH Xyloglucan endotransglucosylase/hydrolase protein 22
cds.evm.model.02.453	DIV_ANTMA	55.738	61	26	1	1	60	1	61	6.94e-13	63.9	73.77	DIV_ANTMA Transcription factor DIVARICATA
cds.evm.model.09.1251	BBE15_ARATH	47.458	59	28	2	3	59	25	82	1.76e-08	51.6	67.80	BBE15_ARATH Monolignol oxidoreductase AtBBE-like 15 {ECO:0000303|PubMed:26037923}
cds.novel_model_138_5bd9a17a	GLPT1_ARATH	84.746	59	9	0	2	60	118	176	3.38e-29	110	98.31	GLPT1_ARATH Putative glycerol-3-phosphate transporter 1
cds.evm.model.07.546	AHP5_ARATH	58.621	58	24	0	3	60	6	63	5.64e-17	72.4	75.86	AHP5_ARATH Histidine-containing phosphotransfer protein 5
cds.evm.model.07.271	GIP2_NICBE	47.692	65	28	2	1	60	1	64	5.79e-06	44.7	56.92	GIP2_NICBE Probable aspartic proteinase GIP2 {ECO:0000305}
cds.evm.model.06.519	RUN1_VITRO	62.000	50	19	0	11	60	28	77	1.50e-13	65.9	74.00	RUN1_VITRO Disease resistance protein RUN1 {ECO:0000305}
cds.evm.model.06.519.1.5bd9b13a	RUN1_VITRO	57.971	69	19	2	2	60	60	128	2.26e-16	73.9	66.67	RUN1_VITRO Disease resistance protein RUN1 {ECO:0000305}
cds.evm.model.05.1620	PTR7_ARATH	66.667	54	17	1	8	60	3	56	1.64e-17	77.4	83.33	PTR7_ARATH Protein NRT1/ PTR FAMILY 6.3
cds.evm.model.06.2107	LAC17_ARATH	55.738	61	15	3	1	60	1	50	5.43e-11	58.9	65.57	LAC17_ARATH Laccase-17
cds.evm.model.09.1445	ARFF_ARATH	87.097	62	6	1	1	60	1	62	1.29e-29	111	91.94	ARFF_ARATH Auxin response factor 6
cds.evm.model.02.2865	PER27_ARATH	43.548	62	25	2	1	60	1	54	1.53e-07	48.9	56.45	PER27_ARATH Peroxidase 27
cds.evm.model.10.1548	MIP1B_ARATH	60.000	50	20	0	4	53	31	80	4.46e-12	58.9	64.00	MIP1B_ARATH B-box domain protein 31 {ECO:0000303|PubMed:19920209}
cds.evm.model.09.75	UBC35_ARATH	100.000	60	0	0	1	60	1	60	8.61e-38	125	100.00	UBC35_ARATH Ubiquitin-conjugating enzyme E2 35
cds.novel_model_770_5bd9a17a	TI10A_ARATH	68.085	47	14	1	15	60	13	59	8.04e-12	60.5	74.47	TI10A_ARATH Protein TIFY 10A {ECO:0000303|PubMed:17499004}
cds.evm.model.06.1143.1.5bd9b13b	NPC2_ARATH	78.689	61	11	2	2	60	143	203	7.12e-25	98.2	88.52	NPC2_ARATH Non-specific phospholipase C2
cds.evm.model.06.1143	NPC2_ARATH	68.627	51	15	1	10	60	11	60	1.40e-17	77.4	86.27	NPC2_ARATH Non-specific phospholipase C2
cds.evm.model.06.2076	PER1_ARAHY	43.023	86	21	2	1	60	19	102	1.49e-13	65.9	56.98	PER1_ARAHY Cationic peroxidase 1
cds.evm.model.10.1703	COBL4_ARATH	88.372	43	5	0	16	58	17	59	5.98e-22	89.4	97.67	COBL4_ARATH COBRA-like protein 4
cds.evm.model.04.1578	RAX3_ARATH	77.465	71	5	1	1	60	1	71	3.42e-34	120	81.69	RAX3_ARATH Transcription factor RAX3
cds.evm.model.01.1661	DTX48_ARATH	49.254	67	27	2	1	60	1	67	2.34e-06	45.8	58.21	DTX48_ARATH Protein DETOXIFICATION 48 {ECO:0000303|PubMed:11739388}
cds.evm.model.04.395	L1AT_MELAZ	56.818	44	19	0	3	46	1	44	4.42e-11	58.9	84.09	L1AT_MELAZ Epi-neemfruitin B synthase L1AT {ECO:0000305|PubMed:36701471}
cds.novel_model_71_5bda875f	AGP23_ARATH	56.452	62	24	2	1	60	1	61	2.89e-08	47.8	67.74	AGP23_ARATH Arabinogalactan protein 23 {ECO:0000303|PubMed:12177459}
cds.evm.model.06.1715	GSTXA_TOBAC	74.138	58	15	0	3	60	4	61	3.30e-24	92.4	86.21	GSTXA_TOBAC Probable glutathione S-transferase parA
cds.evm.model.08.1516	VITH2_ARATH	67.500	40	7	1	21	60	11	44	7.51e-10	54.7	77.50	VITH2_ARATH Vacuolar iron transporter homolog 2 {ECO:0000305}
cds.evm.model.08.1060	GAE1_ARATH	86.667	60	5	1	1	60	1	57	1.47e-29	110	91.67	GAE1_ARATH UDP-glucuronate 4-epimerase 1
cds.evm.model.03.979	PER21_ARATH	66.667	36	11	1	25	60	24	58	2.73e-08	51.2	77.78	PER21_ARATH Peroxidase 21
cds.evm.model.01.850	FMO1_ARATH	52.632	57	24	2	5	60	13	67	8.86e-09	52.4	64.91	FMO1_ARATH Probable flavin-containing monooxygenase 1
cds.evm.model.01.2956	JAL3_ARATH	61.224	49	19	0	5	53	15	63	2.33e-15	71.2	81.63	JAL3_ARATH Jacalin-related lectin 3
cds.evm.model.01.2956	JAL3_ARATH	47.368	57	30	0	4	60	241	297	7.95e-11	58.2	66.67	JAL3_ARATH Jacalin-related lectin 3
cds.evm.model.01.2956	JAL3_ARATH	54.348	46	20	1	13	57	448	493	3.79e-07	47.8	65.22	JAL3_ARATH Jacalin-related lectin 3
cds.evm.model.02.322	EXPA4_ARATH	76.364	55	10	1	6	60	8	59	1.13e-21	86.7	83.64	EXPA4_ARATH Expansin-A4
cds.evm.model.06.1391	DHQSD_ARATH	43.333	60	34	0	1	60	84	143	1.32e-09	54.7	68.33	DHQSD_ARATH Bifunctional 3-dehydroquinate dehydratase/shikimate dehydrogenase, chloroplastic {ECO:0000303|PubMed:16784230}
cds.evm.model.05.1097	ACR8_ARATH	80.000	60	12	0	1	60	1	60	2.55e-26	101	90.00	ACR8_ARATH ACT domain-containing protein ACR8 {ECO:0000305}
cds.evm.model.07.1780	LOX1_HORVU	48.276	58	24	1	3	60	2	53	1.85e-09	54.3	63.79	LOX1_HORVU Linoleate 9S-lipoxygenase 1
cds.evm.model.06.1470	P2C25_ARATH	83.721	43	6	1	1	42	1	43	3.65e-14	67.8	90.70	P2C25_ARATH Probable protein phosphatase 2C 25
cds.novel_model_2981_5bd9a17a.1.5bd9b137	NAT6_ARATH	95.161	62	1	1	1	60	1	62	1.72e-33	122	95.16	NAT6_ARATH Nucleobase-ascorbate transporter 6
cds.novel_model_2982_5bd9a17a.4.5bd9b137	NAT6_ARATH	95.161	62	1	1	1	60	1	62	1.72e-33	122	95.16	NAT6_ARATH Nucleobase-ascorbate transporter 6
cds.novel_model_2980_5bd9a17a.2.5bd9b137	NAT6_ARATH	95.161	62	1	1	1	60	1	62	1.72e-33	122	95.16	NAT6_ARATH Nucleobase-ascorbate transporter 6
cds.novel_model_2978_5bd9a17a	NAT6_ARATH	95.161	62	1	1	1	60	1	62	1.72e-33	122	95.16	NAT6_ARATH Nucleobase-ascorbate transporter 6
cds.novel_model_2984_5bd9a17a.6.5bd9b137	NAT6_ARATH	83.333	60	10	0	1	60	134	193	4.64e-28	107	91.67	NAT6_ARATH Nucleobase-ascorbate transporter 6
cds.novel_model_2983_5bd9a17a.5.5bd9b137	NAT6_ARATH	83.333	60	10	0	1	60	134	193	4.64e-28	107	91.67	NAT6_ARATH Nucleobase-ascorbate transporter 6
cds.novel_model_2979_5bd9a17a.3.5bd9b137	NAT6_ARATH	95.161	62	1	1	1	60	1	62	1.72e-33	122	95.16	NAT6_ARATH Nucleobase-ascorbate transporter 6
cds.evm.model.02.1111	ALIS3_ARATH	78.333	60	13	0	1	60	1	60	1.29e-18	79.7	91.67	ALIS3_ARATH ALA-interacting subunit 3
cds.evm.model.08.606	PTR27_ARATH	84.746	59	9	0	2	60	6	64	2.81e-27	104	89.83	PTR27_ARATH Protein NRT1/ PTR FAMILY 6.2
cds.evm.model.07.742	CAR1_ARATH	71.667	60	17	0	1	60	1	60	1.99e-23	89.4	86.67	CAR1_ARATH Protein C2-DOMAIN ABA-RELATED 1 {ECO:0000303|PubMed:25465408}
cds.evm.model.07.742.1.5bd9b13c	CAR1_ARATH	68.852	61	18	1	1	60	1	61	3.53e-21	83.6	85.25	CAR1_ARATH Protein C2-DOMAIN ABA-RELATED 1 {ECO:0000303|PubMed:25465408}
cds.evm.model.06.345	FIT_ARATH	72.093	43	12	0	2	44	159	201	1.39e-11	60.5	86.05	FIT_ARATH Transcription factor FER-LIKE IRON DEFICIENCY-INDUCED TRANSCRIPTION FACTOR
cds.evm.model.10.2227	PLP2_ARATH	57.627	59	25	0	2	60	249	307	5.14e-19	81.3	79.66	PLP2_ARATH Patatin-like protein 2
cds.evm.model.07.35	PHT12_ARATH	83.051	59	10	0	1	59	1	59	3.95e-27	104	91.53	PHT12_ARATH Probable inorganic phosphate transporter 1-2
cds.evm.model.04.1205	TPPJ_ARATH	59.016	61	20	3	1	60	1	57	1.99e-13	65.5	72.13	TPPJ_ARATH Probable trehalose-phosphate phosphatase J
cds.evm.model.01.61	PUN1_CAPFR	41.379	58	32	1	2	59	156	211	1.49e-08	52.0	58.62	PUN1_CAPFR Acyltransferase Pun1 {ECO:0000305}
cds.evm.model.01.2503	FLP1_ORYSJ	58.621	58	16	2	1	58	1	50	1.53e-14	65.1	74.14	FLP1_ORYSJ Flowering-promoting factor 1-like protein 1
cds.novel_model_678_5bd9a17a.2.5bd9b134	ARF1_DAUCA	100.000	60	0	0	1	60	1	60	4.38e-36	121	100.00	ARF1_DAUCA ADP-ribosylation factor 1
cds.novel_model_677_5bd9a17a.1.5bd9b134	ARF1_DAUCA	100.000	60	0	0	1	60	1	60	4.38e-36	121	100.00	ARF1_DAUCA ADP-ribosylation factor 1
cds.novel_model_676_5bd9a17a	ARF1_DAUCA	100.000	60	0	0	1	60	1	60	4.38e-36	121	100.00	ARF1_DAUCA ADP-ribosylation factor 1
cds.evm.model.01.187.1.5bd9b134	MSSP3_ARATH	75.000	60	15	0	1	60	1	60	4.95e-24	95.9	90.00	MSSP3_ARATH Monosaccharide-sensing protein 3 {ECO:0000305}
cds.evm.model.01.187	MSSP3_ARATH	75.000	60	15	0	1	60	1	60	4.95e-24	95.9	90.00	MSSP3_ARATH Monosaccharide-sensing protein 3 {ECO:0000305}
cds.evm.model.05.1787	EXLB1_ARATH	56.863	51	21	1	11	60	8	58	7.65e-14	65.9	72.55	EXLB1_ARATH Expansin-like B1
cds.evm.model.01.2631	PR5K_ARATH	51.923	52	25	0	9	60	7	58	1.17e-11	60.5	65.38	PR5K_ARATH PR5-like receptor kinase {ECO:0000303|PubMed:8637920}
cds.evm.model.01.2631.1.5bdae6e4	TLP1_CASSA	56.364	55	22	2	6	60	142	194	7.88e-13	63.2	74.55	TLP1_CASSA Thaumatin-like protein 1
cds.novel_model_6937_5bd9a17a.4.5bd9b13d	SP1L1_ARATH	77.500	40	6	1	1	40	1	37	1.88e-10	54.7	77.50	SP1L1_ARATH Protein SPIRAL1-like 1
cds.novel_model_6934_5bd9a17a.3.5bd9b13d	SP1L1_ARATH	77.500	40	6	1	1	40	1	37	1.88e-10	54.7	77.50	SP1L1_ARATH Protein SPIRAL1-like 1
cds.novel_model_6933_5bd9a17a	SP1L1_ARATH	77.500	40	6	1	1	40	1	37	1.88e-10	54.7	77.50	SP1L1_ARATH Protein SPIRAL1-like 1
cds.novel_model_6936_5bd9a17a.1.5bd9b13d	SP1L1_ARATH	77.500	40	6	1	1	40	1	37	1.88e-10	54.7	77.50	SP1L1_ARATH Protein SPIRAL1-like 1
cds.novel_model_6935_5bd9a17a.2.5bd9b13d	SP1L1_ARATH	77.500	40	6	1	1	40	1	37	1.88e-10	54.7	77.50	SP1L1_ARATH Protein SPIRAL1-like 1
cds.evm.model.06.1891	SODC4_MAIZE	91.667	60	5	0	1	60	1	60	6.35e-32	110	93.33	SODC4_MAIZE Superoxide dismutase [Cu-Zn] 4A
cds.evm.model.03.1717	IRX9_ARATH	69.767	43	13	0	1	43	1	43	1.68e-16	73.9	86.05	IRX9_ARATH Beta-1,4-xylosyltransferase IRX9 {ECO:0000305}
cds.evm.model.02.2171	GINT1_ARATH	68.085	47	15	0	14	60	108	154	5.75e-18	78.6	82.98	GINT1_ARATH Glucosamine inositolphosphorylceramide transferase 1 {ECO:0000303|PubMed:29760197}
cds.evm.model.04.1932	GDL58_ARATH	70.909	55	16	0	6	60	20	74	5.31e-20	84.0	80.00	GDL58_ARATH GDSL esterase/lipase At3g50400
cds.evm.model.04.157	C98A2_SOYBN	75.000	60	14	1	1	60	1	59	9.06e-26	100	86.67	C98A2_SOYBN Cytochrome P450 98A2
cds.novel_model_2676_5bd9a17a.1.5bd9b137	CESA8_ARATH	90.000	60	6	0	1	60	850	909	1.29e-31	117	98.33	CESA8_ARATH Cellulose synthase A catalytic subunit 8 [UDP-forming] {ECO:0000303|PubMed:11178255}
cds.novel_model_2675_5bd9a17a	CESA8_ARATH	96.610	59	2	0	2	60	620	678	4.59e-33	121	100.00	CESA8_ARATH Cellulose synthase A catalytic subunit 8 [UDP-forming] {ECO:0000303|PubMed:11178255}
cds.evm.model.06.178	LOX18_SOLTU	50.000	52	24	2	9	60	1	50	5.02e-08	50.4	71.15	LOX18_SOLTU Probable linoleate 9S-lipoxygenase 8
cds.evm.model.02.3190	CCR2_MEDTR	81.132	53	10	0	7	59	10	62	3.03e-26	100	94.34	CCR2_MEDTR Cinnamoyl-CoA reductase 2 {ECO:0000303|PubMed:25217505}
cds.evm.model.05.1082.4.5bd9b13a	GLNA_NICPL	91.667	60	5	0	1	60	1	60	9.75e-32	114	96.67	GLNA_NICPL Glutamine synthetase
cds.evm.model.05.1082.2.5bd9b13a	GLNA_NICPL	91.667	60	5	0	1	60	1	60	9.75e-32	114	96.67	GLNA_NICPL Glutamine synthetase
cds.evm.model.05.1082.5.5bd9b13a	GLNA1_PHAVU	74.000	50	10	1	14	60	113	162	1.20e-20	85.5	84.00	GLNA1_PHAVU Glutamine synthetase PR-1
cds.evm.model.05.1082.6.5bd9b13a	GLNA1_PHAVU	74.000	50	10	1	14	60	113	162	1.20e-20	85.5	84.00	GLNA1_PHAVU Glutamine synthetase PR-1
cds.evm.model.05.1082	GLNA_NICPL	91.667	60	5	0	1	60	1	60	9.75e-32	114	96.67	GLNA_NICPL Glutamine synthetase
cds.evm.model.05.1082.1.5bd9b13a	GLNA_NICPL	91.667	60	5	0	1	60	1	60	9.75e-32	114	96.67	GLNA_NICPL Glutamine synthetase
cds.evm.model.05.1082.3.5bd9b13a	GLNA3_MAIZE	96.610	59	2	0	2	60	26	84	1.88e-33	119	96.61	GLNA3_MAIZE Glutamine synthetase root isozyme 3
cds.evm.model.04.2191	HA22E_ARATH	71.795	39	11	0	1	39	67	105	2.54e-13	62.0	79.49	HA22E_ARATH HVA22-like protein e
cds.evm.model.08.671	LTG14_ARATH	65.517	29	10	0	32	60	27	55	8.34e-07	46.6	79.31	LTG14_ARATH Non-specific lipid transfer protein GPI-anchored 14 {ECO:0000303|PubMed:23893219}
cds.evm.model.01.2279	CML37_ARATH	55.102	49	22	0	12	60	50	98	2.32e-09	53.1	65.31	CML37_ARATH Calcium-binding protein CML37 {ECO:0000303|Ref.5}
cds.evm.model.10.1642	TBL21_ARATH	68.333	60	19	0	1	60	218	277	3.39e-27	104	91.67	TBL21_ARATH Protein trichome birefringence-like 21
cds.evm.model.08.326	C71BB_ARATH	43.636	55	31	0	6	60	4	58	1.63e-10	57.4	65.45	C71BB_ARATH Cytochrome P450 71B11
cds.evm.model.09.507	PTR28_ARATH	73.913	46	12	0	15	60	16	61	8.54e-19	80.9	89.13	PTR28_ARATH Protein NRT1/ PTR FAMILY 5.6
cds.evm.model.03.1774	RFS2_ARATH	60.000	60	24	0	1	60	1	60	1.88e-18	80.1	78.33	RFS2_ARATH Probable galactinol--sucrose galactosyltransferase 2
